"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.0106391000250886,4,22,"Regulation of macrophage differentiation ","C1QC ZBTB46 PTPN2 HCLS1"
0.0106391000250886,104,3529,"Regulation of molecular function ","MAP2K3 FXYD5 IRAK3 ARHGAP9 IRAK2 PIK3R5 SERPINH1 SERPINF2 MLKL SPRY4 SERPINA1 PLAUR SIRT4 GMIP AXIN1 DNAJB6 RPS6KA1 GDF15 DNAJB1 GPR65 FURIN ARRB2 NOD2 TMC8 RELA TLR6 ARAP1 HSPA1A CPNE1 NFAM1 SRGAP2 ADRA2B ORAI1 FGR WAS SLC11A1 GRN CYBA BIRC5 ARHGAP4 TREM2 SH3BP1 NCF4 RIN3 CDC25B TNFSF13B LHB RASAL3 EBI3 SIPA1L3 GIT1 PTPN6 SESN2 GPS2 CHI3L1 MICAL1 CMTM3 OSGIN1 VAV1 GNRH1 TBX6 BCL2L11 CMTM7 MSX1 SYK SPINT1 NAB2 PTAFR IL16 HAP1 PTPN2 NUPR1 ARHGAP45 IRS2 ARHGAP30 C5AR1 INKA2 CARD11 GPSM3 SIPA1 SHANK3 BCL3 HCK TMIGD3 HAVCR2 PARP16 RCN3 EPHA2 NCF1 LGALS9 HCLS1 SIAH2 ADORA3 FGD3 SLAMF8 TNFRSF10B GIPR GNA15 NFKB2 CXCR4 RPS6KA4 SERTAD1 P2RY11 CEBPA"
0.0106455697935968,105,3570,"Phosphate-containing compound metabolic process ","FGR CDK11A MAP2K3 FLT4 DGKA CETP IRAK3 MKNK2 CDKL1 HCK JAK3 LTBR KMO GDF15 PIK3R5 SLA TNFRSF14 PKN3 RPS6KA4 MLKL AGPAT2 DPAGT1 SPRY4 PEAK3 PIM3 FZD7 BIRC5 TREM2 CDC25B SRPX2 AXIN1 PTPN6 PLVAP SESN2 GPS2 ARRB2 ADCY10 PLA2G7 CDA SCIMP SYK NOD2 SERPINF2 LGALS9 PPM1D TLR6 FES CHEK2 CARD9 TLR7 C5AR1 HSPA1A ADRA2B MLXIPL SLC11A1 PNPLA6 SSH1 PALD1 RPS6KA1 ESRRB STK35 CHRNA10 CHI3L1 IRAK2 C5AR2 HAVCR2 MICAL1 SSH2 PRDM15 EPHA2 NAB2 PROCA1 INPP5D PTAFR GRK2 PTPN2 HCLS1 DGAT1 IRS2 STK40 ADA INKA2 CARD11 PPM1N SHANK3 CCR5 PTBP1 PLAUR PARP16 NCF1 TMEM150A NUPR1 SLAMF8 TNFRSF10B RASAL3 CXCR4 TPST2 SPTBN5 PLA1A IL2RG TNIP2 IL3RA SERTAD1 CPNE1 CEBPA"
0.0106455697935968,5,37,"Type 2 immune response ","BCL3 HLX BATF NOD2 CD86"
0.011575516432212,2,3,"Regulation of inflammatory response to wounding ","SIGLEC10 GRN"
0.011575516432212,2,3,"Negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay ","TENT4A TENT4B"
0.011575516432212,2,3,"Negative regulation of neutrophil migration ","C5AR2 SLAMF8"
0.011575516432212,2,3,"Regulation of 3 -UTR-mediated mRNA stabilization ","TENT4A TENT4B"
0.011575516432212,2,3,"Positive regulation of 3 -UTR-mediated mRNA stabilization ","TENT4A TENT4B"
0.011575516432212,2,3,"Follicular dendritic cell activation ","BCL3 NFKB2"
0.011575516432212,2,3,"Microglial cell activation involved in immune response ","TYROBP GRN"
0.011575516432212,2,3,"Serotonin production involved in inflammatory response ","FCER1G SYK"
0.011575516432212,2,3,"Serotonin secretion involved in inflammatory response ","FCER1G SYK"
0.011575516432212,25,583,"Positive regulation of MAPK cascade ","MAP2K3 FLT4 LTBR PIK3R5 MLKL FZD7 TREM2 GDF15 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B C5AR2 HAVCR2 SYK CHI3L1 NCF1 LGALS9 AXIN1 CXCR4 IRAK2"
0.011575516432212,2,3,"Serotonin secretion by platelet ","FCER1G SYK"
0.011575516432212,8,97,"Negative regulation of innate immune response ","GRN LGALS9 IRAK3 HAVCR2 PTPN2 ARRB2 VSIG4 SLAMF8"
0.011575516432212,2,3,"Positive regulation of germinal center formation ","TNFSF13B ADA"
0.011575516432212,2,3,"Cellular process regulating host cell cycle in response to virus ","BCL2L11 BCL2L1"
0.011575516432212,2,3,"Negative regulation of nuclear-transcribed mRNA poly(A) tail shortening ","TENT4A TENT4B"
0.011802046447666,15,278,"Regulation of actin filament organization ","WAS SSH1 ARPC1B SSH2 FCHSD1 VASP FHOD1 GPR65 SERPINF2 SPTBN5 SHANK3 SH3BP1 HCLS1 ARAP1 HCK"
0.0118050725788084,17,336,"ERK1 and ERK2 cascade ","FLT4 TREM2 PTPN6 ARRB2 SCIMP SERPINF2 LGALS9 C5AR1 CHRNA10 C5AR2 HAVCR2 SYK PTPN2 SPRY4 CHI3L1 EPHA2 NOD2"
0.0119921073775204,4,23,"Positive regulation of cytokine production involved in inflammatory response ","GPSM3 NOD2 IL17RA TLR6"
0.0119921073775204,4,23,"Response to protozoan ","SLC11A1 BCL3 BATF CCDC88B"
0.0120864914092858,9,121,"Osteoclast differentiation ","LILRB3 TYROBP TCIRG1 EPHA2 FCER1G INPP5D CEBPB MAFB TREM2"
0.0122692795739274,3,11,"Positive regulation of defense response to bacterium ","CYBA HAVCR2 GRN"
0.0122692795739274,3,11,"Regulation of neutrophil activation ","GRN SYK PTAFR"
0.0122692795739274,3,11,"Mucus secretion ","CYBA ADA VAMP8"
0.0124944270335269,10,146,"Negative regulation of inflammatory response ","TNFAIP8L2 GRN TNFRSF1B GPS2 AOAH PTPN2 ADA PROC SIGLEC10 SLAMF8"
0.0126426509840573,28,687,"Actin cytoskeleton organization ","WAS SSH1 MYBPC2 SH3BP1 ARPC1B SPTBN5 PARVG SSH2 PSTPIP2 KLHL17 FCHSD1 HCLS1 HCK VASP MICAL1 FHOD1 GAS2L3 GPR65 SERPINF2 TYROBP DNAJB6 TRIP10 SH2B2 FMNL1 SHANK3 FES ARAP1 FGD3"
0.0127569043901938,12,198,"Regulation of adaptive immune response ","SASH3 TNFRSF14 SLC11A1 TNFRSF1B TNFSF13B PTPN6 HAVCR2 HLX FCER1G ADA WAS JAK3"
0.0132061713241905,24,558,"Positive regulation of cellular component movement ","SEMA3F TNFRSF14 SEMA6B GPSM3 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 PTAFR IRS2 C5AR1 GRN MAP2K3 FLT4 RIPOR1 HDAC7 PLVAP LGALS9 SPN"
0.0133433810107726,7,78,"Positive regulation of interferon-gamma production ","TLR7 LGALS9 SLC11A1 BCL3 SASH3 HAVCR2 EBI3"
0.0133433810107726,7,78,"Regulation of glial cell differentiation ","TNFRSF1B TREM2 SPINT1 RELA C1QA C5AR1 CXCR4"
0.0136810041488132,13,227,"Pattern recognition receptor signaling pathway ","TLR6 TLR7 CYBA NOD2 RELA IRAK3 GPS2 IRAK2 HAVCR2 ARRB2 TNIP2 HSPA1A LILRA2"
0.0137294837132127,4,24,"Positive regulation of antigen receptor-mediated signaling pathway ","CMTM3 ADA NFAM1 RELA"
0.0142675743496626,125,4426,"Regulation of macromolecule biosynthetic process ","E2F2 MLXIPL SPI1 IRAK3 NFATC2 ELF4 RELB KLF16 SSBP4 GDF15 DNAJB1 RFX1 IRAK2 HAVCR2 ETV6 VENTX NAB2 SPINDOC FOXA3 RELA MLXIP ETV4 SOX12 ASCL2 EIF4EBP1 TLR7 ARID5A TEAD4 E2F4 ETV5 CREBBP WAS MAP2K3 BCL3 MNT JMJD6 NFKB2 ESRRB BATF3 GPS2 FHOD1 JDP2 ARRB2 FZD7 RUNX1 RPS6KA4 CREBRF NOD2 SERPINF2 TNIP2 CEBPB CHEK2 MAFF SPN MAFK HSPA1A NFAM1 CEBPA TYROBP SLC11A1 TNFRSF1B POU2F2 HDAC7 MKNK2 ZMYND8 PABPC1L DNAJB6 ARID3A ZBTB46 SESN2 KDM6B HLX TLE3 FURIN PRDM15 TBX19 TBX6 BATF MSX1 SYK INPP5D PTAFR PPM1D BANP KDM2A GLIS1 PTPN2 NUPR1 LBX2 HCLS1 ZNF467 SIAH2 ZBTB40 CARD9 SERTAD1 MAFG CARD11 ZNF69 ZNF511 MAFB ZNF316 ZGLP1 TLR6 SOAT1 TCOF1 BIRC5 HCK AXIN1 RPS6KA1 TENT4B TMIGD3 NCF1 LGALS9 IRS2 ADORA3 JAK3 USP21 ZC3H12D CDK11A TAF1C CD86 DEDD2 SIRT4 EBI3 NOP2"
0.0147633212514994,6,59,"T cell costimulation ","CD86 TNFRSF14 CARD11 TNFSF13B PTPN6 VAV1"
0.014904954225663,10,150,"B cell mediated immunity ","FCER1G POU2F2 BCL3 TCIRG1 PTPN6 BATF C1QC INPP5D C1QB C1QA"
0.0157888406392525,11,177,"Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains ","SLC11A1 TNFRSF1B TNFSF13B PTPN6 SASH3 HAVCR2 HLX FCER1G ADA WAS JAK3"
0.0157930063340827,4,25,"G protein-coupled purinergic receptor signaling pathway ","ADA PTAFR P2RY11 ADORA3"
0.0157930063340827,4,25,"Dendritic cell chemotaxis ","LGALS9 SLAMF8 CXCR4 CCR5"
0.0157930063340827,4,25,"Positive regulation of alpha-beta T cell proliferation ","SYK LGALS9 RASAL3 EBI3"
0.015834488510391,6,60,"Lymphocyte costimulation ","CD86 TNFRSF14 CARD11 TNFSF13B PTPN6 VAV1"
0.015834488510391,12,204,"Regulation of JNK cascade ","LTBR MLKL FZD7 GPS2 NOD2 SERPINF2 TLR6 CARD9 SYK FLT4 NCF1 AXIN1"
0.0161600197643211,10,152,"Viral entry into host cell ","LGALS9 SLC1A5 CD86 EPHA2 TNFRSF14 HSPA1A VAMP8 GRK2 CXCR4 CCR5"
0.016302102707504,30,769,"Endocytosis ","WAS FCER1G DENND1C CYBA IL10RA ARRB2 GRK2 FGR TYROBP SLC11A1 JMJD6 TREM2 SH3BP1 NCF4 HCK TRIP10 MYO7A VAV1 ASGR2 SYK BCL2L1 CD163 APOBR ITSN2 IL15RA IL2RG ANKRD13D RIN3 STAB1 ARPC1B"
0.0166682343651124,8,104,"Positive regulation of lymphocyte differentiation ","SYK LGALS9 SASH3 HLX INPP5D ADA RUNX1 CD86"
0.0169736153196127,5,42,"Response to interleukin-6 ","SPI1 CEBPA PTPN2 CHI3L1 RELA"
0.0169969277557823,6,61,"Positive regulation of intrinsic apoptotic signaling pathway ","MSX1 PTPN2 NUPR1 BMF BCL2L11 BCL2L1"
0.0169969277557823,6,61,"Release of cytochrome c from mitochondria ","BCL2L1 ARRB2 BCL2L11 PLAUR BMF FZD9"
0.0171507337102333,13,234,"JNK cascade ","LTBR MLKL FZD7 GPS2 NOD2 SERPINF2 TLR6 CARD9 SYK FLT4 NCF1 AXIN1 IRAK2"
0.0176948768197945,40,1125,"Regulation of anatomical structure morphogenesis ","SEMA3F SSH1 ZSWIM4 SSH2 SEMA6B ITSN2 FGR TYROBP TNFRSF1B FLT4 ARHGAP4 ANGPT2 TREM2 NFATC2 SRPX2 TNFSF13B CXCR4 GDF15 CHI3L1 EPHA2 MSX1 GPR4 CDH4 FMNL1 ADA C5AR1 LST1 ETV5 SHANK3 E2F2 STAB1 HDAC7 HCK FZD7 FES ARAP1 GRN FGD3 RUNX1 ARRB2"
0.0178723905774111,4,26,"Regulation of interleukin-8 secretion ","TLR6 C5AR2 MAPKBP1 LGALS9"
0.0179868931116636,29,741,"Positive regulation of cell death ","LTBR TNFRSF10B G0S2 BCL2L11 RNF122 MSX1 LGALS9 TYROBP TNFRSF1B SSH1 KMO OSGIN1 ARRB2 ADCY10 INPP5D C1QA PTPN2 NUPR1 CHEK2 PLAUR BMF DEDD2 GRN TLR6 FZD9 MCF2L FGD3 VAV1 BCL2L1"
0.018066993371164,7,83,"Fc-gamma receptor signaling pathway ","FCER1G FGR WAS HCK ARPC1B VAV1 SYK"
0.018066993371164,7,83,"Regulation of epidermal growth factor receptor signaling pathway ","RHBDF2 PLAUR NCF1 PTPN2 HAP1 DOK1 ARAP1"
0.0181963603884258,16,323,"Antigen receptor-mediated signaling pathway ","SH2B2 SYK LAT2 PTPN6 GPS2 CMTM3 KLHL6 PTPN2 ADA NFAM1 NFATC2 RELA WAS RUNX1 INPP5D CARD11"
0.0183870701640255,60,1870,"Regulation of phosphate metabolic process ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 TNFRSF14 MLKL SPRY4 FZD7 TREM2 SRPX2 AXIN1 PTPN6 SESN2 GPS2 ARRB2 CDA SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B FGR MLXIPL SLC11A1 CDC25B ESRRB CHRNA10 CHI3L1 C5AR2 HAVCR2 MICAL1 PRDM15 SYK NAB2 PTAFR PTPN2 HCLS1 CHEK2 IRS2 STK40 TLR7 INKA2 PTBP1 PLAUR PARP16 EPHA2 NCF1 RPS6KA4 LGALS9 NUPR1 SLAMF8 TNFRSF10B CXCR4 IRAK2 SERTAD1 CEBPA"
0.0183870701640255,5,43,"Postsynaptic membrane organization ","SSH1 ZMYND8 FZD9 ETV5 SHANK3"
0.0187549417698201,60,1872,"Regulation of phosphorus metabolic process ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 TNFRSF14 MLKL SPRY4 FZD7 TREM2 SRPX2 AXIN1 PTPN6 SESN2 GPS2 ARRB2 CDA SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B FGR MLXIPL SLC11A1 CDC25B ESRRB CHRNA10 CHI3L1 C5AR2 HAVCR2 MICAL1 PRDM15 SYK NAB2 PTAFR PTPN2 HCLS1 CHEK2 IRS2 STK40 TLR7 INKA2 PTBP1 PLAUR PARP16 EPHA2 NCF1 RPS6KA4 LGALS9 NUPR1 SLAMF8 TNFRSF10B CXCR4 IRAK2 SERTAD1 CEBPA"
0.0188097309077476,3,13,"Regulation of receptor clustering ","SSH1 FZD9 SHANK3"
0.0188097309077476,3,13,"Adenosine receptor signaling pathway ","ADA P2RY11 ADORA3"
0.0188097309077476,3,13,"Interleukin-15-mediated signaling pathway ","IL15RA IL2RG JAK3"
0.0188097309077476,3,13,"Respiratory burst involved in defense response ","GRN SLAMF8 HCK"
0.0188097309077476,3,13,"Cellular response to interleukin-15 ","IL15RA IL2RG JAK3"
0.0188293889073721,30,779,"Actin filament-based process ","WAS SSH1 MYBPC2 SH3BP1 ARPC1B SPTBN5 PARVG SSH2 PSTPIP2 KLHL17 FCHSD1 HCLS1 HCK VASP MICAL1 FHOD1 MYO7A GAS2L3 GPR65 SERPINF2 SRGAP2 TYROBP DNAJB6 TRIP10 SH2B2 FMNL1 SHANK3 FES ARAP1 FGD3"
0.0188625577423064,7,84,"Fc receptor mediated stimulatory signaling pathway ","FCER1G FGR WAS HCK ARPC1B VAV1 SYK"
0.018977852220983,8,107,"Positive regulation of neuron death ","TYROBP SSH1 KMO BCL2L11 C1QA GRN TLR6 NUPR1"
0.0194003117000611,16,326,"Stress-activated protein kinase signaling cascade ","MAP2K3 LTBR MLKL FZD7 GPS2 NOD2 SERPINF2 LGALS9 TLR6 CARD9 SYK FLT4 NCF1 AXIN1 IRAK2 TNIP2"
0.0196854389245511,9,132,"Interferon-gamma production ","TLR7 HAVCR2 LGALS9 SPN SLC11A1 BCL3 TCIRG1 SASH3 EBI3"
0.0199024791311895,7,85,"Amino acid transmembrane transport ","SLC36A1 SLC38A2 SLC7A6 SLC1A5 SLC6A12 SLC7A7 SLC3A2"
0.0199024791311895,33,887,"Import into cell ","WAS FCER1G DENND1C CYBA IL10RA ARRB2 SLC2A5 GRK2 FGR TYROBP SLC11A1 JMJD6 TREM2 SH3BP1 NCF4 HCK SLC1A5 TRIP10 MYO7A VAV1 ASGR2 SYK BCL2L1 CD163 APOBR ITSN2 IL15RA IL2RG ANKRD13D SLC3A2 RIN3 STAB1 ARPC1B"
0.0199024791311895,2,4,"Neurotrophin production ","FURIN HAP1"
0.0199024791311895,69,2226,"Cellular response to stress ","MAP2K3 LTBR SESN2 PARP16 FANCC MLKL BCL2L1 HSPA6 POLE CHEK2 ZBTB40 HSPA1A FZD7 MSX1 WAS NPC1L1 BCL3 GNLY TNFRSF10B DNAJB1 GPS2 EPHA2 BCL2L11 NCF1 ANKLE1 NOD2 SERPINF2 LGALS9 CEBPB RELA TLR6 AEN CARD9 ETV5 TNFRSF1B SIRT4 SLC52A3 RELB KDM6B SLC38A2 RCN3 BATF SYK FOXA3 PPM1D NABP1 PTPN2 NUPR1 EIF4EBP1 SIPA1 FLT4 RIPOR1 NFATC2 CHAC1 KDM2A GRN AXIN1 TENT4A FKBP4 CREBBP CYBA NCF4 DNAJB6 ARID3A RPS6KA1 IRAK2 CREBRF TNIP2 E2F4"
0.0199024791311895,2,4,"Interleukin-10 biosynthetic process ","TYROBP BCL3"
0.0199024791311895,2,4,"Regulation of interleukin-10 biosynthetic process ","TYROBP BCL3"
0.0199024791311895,2,4,"RNA 3  uridylation ","TENT4A TENT4B"
0.0208223968672294,8,109,"Cellular defense response ","GNLY RELA TYROBP TCIRG1 NCF1 CCR5 C5AR1 SPN"
0.0209524278644134,48,1433,"Positive regulation of developmental process ","SYK SRPX2 SERPINF2 LGALS9 CEBPB TMEM119 ITSN2 CPNE1 ADRA2B TYROBP TNFRSF1B JADE2 IRAK3 ANGPT2 TREM2 ZMYND8 NFATC2 TNFSF13B WNT5B CXCR4 SASH3 GDF15 ZBTB46 CHI3L1 HLX ARRB2 SPINT1 INPP5D RELA C1QA HAP1 CDH4 HCLS1 FZD9 ADA C5AR1 ETV5 CEBPA SHANK3 HDAC7 PROC RUNX1 FES HSPA1A GRN ESRRB CD86 RPS6KA1"
0.0211157622296711,11,186,"Positive regulation of stress-activated MAPK cascade ","LTBR MLKL FZD7 NOD2 SERPINF2 TLR6 CARD9 SYK FLT4 NCF1 AXIN1"
0.021696797996178,26,652,"Protein secretion ","RHBDF2 TNFRSF14 NOD2 LGALS9 CLECL1 LILRA2 FGR GIPR TNFRSF1B POU2F2 SIRT4 BIRC5 TNFSF13B TCIRG1 CHI3L1 HAVCR2 SYK TLR6 IL17RA IRS2 CARD11 PIM3 TREM2 C5AR2 MAPKBP1 RCN3"
0.0218423258281686,6,65,"Negative regulation of chemotaxis ","SEMA3F SEMA6B ANGPT2 PTPN2 C5AR2 SLAMF8"
0.0218565585264808,11,187,"Positive regulation of stress-activated protein kinase signaling cascade ","LTBR MLKL FZD7 NOD2 SERPINF2 TLR6 CARD9 SYK FLT4 NCF1 AXIN1"
0.0221168254873738,14,272,"Regulation of myeloid cell differentiation ","C1QC MAFB LILRB3 TYROBP ZBTB46 INPP5D CEBPB PTPN2 HCLS1 SPI1 RUNX1 FES HSPA1A CREBBP"
0.0223853123052052,10,161,"Toll-like receptor signaling pathway ","TLR6 TLR7 CYBA IRAK3 GPS2 IRAK2 HAVCR2 ARRB2 TNIP2 LILRA2"
0.0223853123052052,27,688,"Peptide secretion ","RHBDF2 TNFRSF14 NOD2 LGALS9 CLECL1 LILRA2 FGR GIPR TNFRSF1B POU2F2 SIRT4 BIRC5 TNFSF13B TCIRG1 CHI3L1 HAVCR2 SYK TLR6 IL17RA NPY2R IRS2 CARD11 PIM3 TREM2 C5AR2 MAPKBP1 RCN3"
0.0223853123052052,3,14,"Regulation of astrocyte activation ","TREM2 C1QA C5AR1"
0.0223853123052052,3,14,"Response to interleukin-15 ","IL15RA IL2RG JAK3"
0.0226386556807591,41,1183,"Positive regulation of phosphorus metabolic process ","MAP2K3 FLT4 LTBR GDF15 PIK3R5 TNFRSF14 MLKL FZD7 TREM2 AXIN1 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B MLXIPL SLC11A1 CDC25B ESRRB CHI3L1 C5AR2 HAVCR2 SYK NAB2 PTAFR HCLS1 CHEK2 FGR PTBP1 PLAUR PARP16 NCF1 RPS6KA4 LGALS9 NUPR1 TNFRSF10B CXCR4 IRAK2"
0.0226386556807591,41,1183,"Positive regulation of phosphate metabolic process ","MAP2K3 FLT4 LTBR GDF15 PIK3R5 TNFRSF14 MLKL FZD7 TREM2 AXIN1 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B MLXIPL SLC11A1 CDC25B ESRRB CHI3L1 C5AR2 HAVCR2 SYK NAB2 PTAFR HCLS1 CHEK2 FGR PTBP1 PLAUR PARP16 NCF1 RPS6KA4 LGALS9 NUPR1 TNFRSF10B CXCR4 IRAK2"
0.0226462525756857,8,111,"Regulation of phagocytosis ","FCER1G CYBA FGR SLC11A1 SYK HCK IL15RA IL2RG"
0.022708994166682,39,1111,"Positive regulation of phosphorylation ","MAP2K3 FLT4 LTBR GDF15 PIK3R5 TNFRSF14 MLKL FZD7 TREM2 AXIN1 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B MLXIPL SLC11A1 CDC25B ESRRB CHI3L1 C5AR2 HAVCR2 SYK NAB2 HCLS1 CHEK2 FGR PLAUR PARP16 NCF1 RPS6KA4 LGALS9 NUPR1 TNFRSF10B CXCR4 IRAK2"
0.0228646562565305,9,136,"Regulation of gliogenesis ","TNFRSF1B TREM2 SPINT1 RELA C1QA ASCL2 C5AR1 ETV5 CXCR4"
0.0229856521061869,6,66,"L-amino acid transport ","SLC36A1 SLC11A1 SLC7A6 SLC1A5 SLC7A7 SLC3A2"
0.0230514922744515,11,189,"Positive regulation of apoptotic signaling pathway ","LTBR G0S2 MSX1 PTPN2 BCL2L11 PLAUR DEDD2 LGALS9 NUPR1 BMF BCL2L1"
0.0230514922744515,7,88,"Positive regulation of gliogenesis ","TNFRSF1B TREM2 SPINT1 RELA C1QA ETV5 CXCR4"
0.0241570176898764,4,29,"B cell homeostasis ","TNFSF13B BCL2L11 SH2B2 ADA"
0.0241570176898764,4,29,"Toll-like receptor 9 signaling pathway ","HAVCR2 TNIP2 IRAK2 TLR7"
0.0241570176898764,4,29,"Dendritic cell migration ","LGALS9 SLAMF8 CXCR4 CCR5"
0.0241570176898764,4,29,"Positive regulation of CD4-positive, alpha-beta T cell differentiation ","LGALS9 SASH3 HLX CD86"
0.0241570176898764,60,1901,"Positive regulation of molecular function ","MAP2K3 IRAK3 IRAK2 PIK3R5 MLKL PLAUR AXIN1 GDF15 DNAJB1 GPR65 NOD2 RELA TLR6 ARAP1 HSPA1A NFAM1 SRGAP2 ADRA2B ORAI1 SLC11A1 CYBA GMIP ARHGAP4 TREM2 SH3BP1 NCF4 RIN3 CDC25B RASAL3 SIPA1L3 DNAJB6 GIT1 ARHGAP9 CHI3L1 VAV1 BCL2L11 SYK NAB2 PTAFR HAP1 NUPR1 ARHGAP45 ARHGAP30 CARD11 SIPA1 SHANK3 FGR GRN PARP16 RCN3 EPHA2 NCF1 LGALS9 HCLS1 TNFRSF10B GNA15 NFKB2 CXCR4 RPS6KA4 C5AR1"
0.0241570176898764,4,29,"Regulation of T-helper 1 type immune response ","SLC11A1 HAVCR2 HLX JAK3"
0.0241570176898764,7,89,"Regulation of humoral immune response ","PTPN6 VSIG4 C5AR2 C1QC C1QB C1QA C5AR1"
0.0244287002706197,22,527,"Regulation of anatomical structure size ","SEMA3F WAS SSH1 ARPC1B SSH2 SEMA6B FCHSD1 VASP TBXAS1 ARHGAP4 PLOD3 SPTBN5 SERPINF2 PTAFR CDH4 E2F4 SHANK3 ADRA2B VAV1 SH3BP1 HCLS1 HCK"
0.0244287002706197,115,4099,"RNA biosynthetic process ","E2F2 MLXIPL SPI1 IRAK3 NFATC2 ELF4 RELB KLF16 SSBP4 GDF15 DNAJB1 RFX1 IRAK2 HAVCR2 ETV6 VENTX NAB2 SPINDOC FOXA3 RELA MLXIP ETV4 SOX12 ASCL2 ARID5A TEAD4 E2F4 ETV5 CREBBP WAS MAP2K3 BCL3 MNT JMJD6 NFKB2 ESRRB BATF3 GPS2 FHOD1 JDP2 ARRB2 FZD7 RUNX1 RPS6KA4 CREBRF NOD2 SERPINF2 TNIP2 CEBPB CHEK2 MAFF C5AR1 MAFK HSPA1A NFAM1 CEBPA SLC11A1 TNFRSF1B POU2F2 HDAC7 ZMYND8 PABPC1L DIDO1 TAF1C DNAJB6 ARID3A ZBTB46 KDM6B HLX TLE3 PRDM15 TBX19 TBX6 BATF MSX1 PTAFR PPM1D BANP KDM2A GLIS1 PTPN2 NUPR1 SGF29 LBX2 HCLS1 ZNF467 SIAH2 ZBTB40 SERTAD1 MAFG CARD11 ZNF69 ZNF511 MAFB ZNF316 ZGLP1 TLR6 BIRC5 HCK AXIN1 RPS6KA1 TMIGD3 SESN2 USPL1 NCF1 SYK LGALS9 ADORA3 USP21 CDK11A CD86 DEDD2 SIRT4 NOP2 NABP1"
0.0246070408180868,5,47,"Regulation of cell adhesion mediated by integrin ","SYK EPHA2 FERMT3 ADA PTPN6"
0.0252819101222836,7,90,"Regulation of ERBB signaling pathway ","RHBDF2 PLAUR NCF1 PTPN2 HAP1 DOK1 ARAP1"
0.0252819101222836,19,432,"Regulation of cell growth ","SEMA3F OSGIN1 SEMA6B NOL12 CDA MSX1 TMC8 SERTAD1 ITSN2 CYBA ARHGAP4 CXCR4 SESN2 CDH4 CDK11A HSPA1A OGFR SIPA1 RPS6KA1"
0.0252819101222836,10,165,"Entry into host cell ","LGALS9 SLC1A5 CD86 EPHA2 TNFRSF14 HSPA1A VAMP8 GRK2 CXCR4 CCR5"
0.0252819101222836,10,165,"Entry into host ","LGALS9 SLC1A5 CD86 EPHA2 TNFRSF14 HSPA1A VAMP8 GRK2 CXCR4 CCR5"
0.0252819101222836,10,165,"Entry into cell of other organism involved in symbiotic interaction ","LGALS9 SLC1A5 CD86 EPHA2 TNFRSF14 HSPA1A VAMP8 GRK2 CXCR4 CCR5"
0.0252819101222836,10,165,"Entry into other organism involved in symbiotic interaction ","LGALS9 SLC1A5 CD86 EPHA2 TNFRSF14 HSPA1A VAMP8 GRK2 CXCR4 CCR5"
0.0253413106673056,9,139,"Lipid homeostasis ","CETP SOAT1 SESN2 RCN3 ASGR2 DGAT1 CEBPA MLXIPL IRS2"
0.0258086615893586,19,433,"Regulation of apoptotic signaling pathway ","LTBR G0S2 BCL2L1 MSX1 TMC8 HSPA1A MNT ARRB2 RELA PTPN2 BCL2L11 PLAUR DEDD2 LGALS9 NUPR1 SIAH2 BMF FZD9 TNFRSF10B"
0.0259637744748077,3,15,"Detection of molecule of bacterial origin ","NOD2 TLR6 TREM2"
0.0259637744748077,3,15,"Toll-like receptor 2 signaling pathway ","CYBA TNIP2 TLR6"
0.026376738587776,5,48,"Negative regulation of alpha-beta T cell activation ","TNFRSF14 LGALS9 HLX JAK3 RUNX1"
